
Data was saved using Vista Data Vision
Saved: 2018-08-24 18:55:26

Time Period: 2017-01-01 00:00:00 - 2018-01-01 00:00:00

Time,Oceano Dunes: 10m StandevWS[N/A],Oceano Dunes: 10m-2m WS[N/A],Oceano Dunes: 10m-7m WS[N/A],Oceano Dunes: 2m StandevWS[N/A],Oceano Dunes: 7m StandevWS[N/A],Oceano Dunes: Battery Voltage[V],Oceano Dunes: Relative Humidity[%RH],Oceano Dunes: Sensit Kinetic Energy[N/A],Oceano Dunes: Sensit Particle Count[Counts],Oceano Dunes: Sigma Theta (CSI) 10m[°],Oceano Dunes: Sigma Theta (CSI) 2m[°],Oceano Dunes: Sigma Theta (CSI) 7m[°],Oceano Dunes: Sigma Theta (Yam) 10m[°],Oceano Dunes: Sigma Theta (Yam) 2m[°],Oceano Dunes: Sigma Theta (Yam) 7m[°],Oceano Dunes: SWD 10m[°],Oceano Dunes: SWD 7m[°],Oceano Dunes: SWD 2m[°],Oceano Dunes: SWS 10m[m/s],Oceano Dunes: SWS 10m[m/s],Oceano Dunes: SWS 2m[m/s],Oceano Dunes: SWS 2m[m/s],Oceano Dunes: SWS 7m[m/s],Oceano Dunes: SWS 7m[m/s],Oceano Dunes: Temperature[°C],Oceano Dunes: Tower S1 10m Wind Speed[m/s],Oceano Dunes: Tower S1 RH[%RH],Oceano Dunes: Tower S1 Temperature[°C],Oceano Dunes: Tower S1 Wind Direction[°],Oceano Dunes: VWD 10m[°],Oceano Dunes: VWD 2m[°],Oceano Dunes: VWD 7m[°],Oceano Dunes: VWS 10m[m/s],Oceano Dunes: VWS 2m[m/s],Oceano Dunes: VWS 7m[m/s],Oceano Dunes: WS Gust 10m[m/s],Oceano Dunes: WS Gust 2m[m/s],Oceano Dunes: WS Gust 7m[m/s],Oceano Dunes: WS Gust Time 10m[N/A],Oceano Dunes: WS Gust Time 2m[N/A],Oceano Dunes: WS Gust Time 7m[N/A]
2017-07-16 18:00:00,25.700239848862,13.315999507904,13.49599981308,-3.7807497503161,-3.5305800293517,12.72,82.4,0,0,11.29,114.6,114.6,9.64,0.355,0.326,272.2,337.4,331.7,2.666,2.666,-10.65,-10.65,-10.83,-10.83,16.6,2.666,82.4,16.6,273,273,151.7,157.4,2.614,10.65,10.83,3.993,-10.58,-10.72,,,
2017-07-16 19:00:00,20.698659282055,12.692999720573,12.933000445366,-1.6062200026202,-3.5153802090836,12.68,83.6,2,1,12.38,114.6,114.6,10.82,0.149,0.319,258.8,336.6,331.7,1.913,1.913,-10.78,-10.78,-11.02,-11.02,16.25,1.913,83.6,16.25,258.8,258.8,151.7,156.5,1.868,10.78,11.02,3.133,-10.69,-10.9,,,
2017-07-16 20:00:00,16.155300479841,12.490000128746,12.80999982357,-3.1667999310017,-5.4176798146439,12.63,85.6,0,0,16.19,114.6,114.6,10.29,0.29,0.482,217.2,335.4,331.7,1.57,1.57,-10.92,-10.92,-11.24,-11.24,15.88,1.57,85.6,15.88,216.8,216.8,151.7,155.4,1.507,10.92,11.24,2.408,-10.85,-11.12,,,
2017-07-16 21:00:00,13.102399661636,12.480000019073,12.820000171661,-3.046879979248,-5.3222999308825,12.63,87.4,0,0,10.7,114.6,114.6,8.62,0.278,0.471,195.6,335,331.7,1.52,1.52,-10.96,-10.96,-11.3,-11.3,15.91,1.52,87.4,15.91,196.7,196.7,151.7,155,1.493,10.96,11.3,2.341,-10.92,-11.26,,,
2017-07-16 22:00:00,13.85720031147,12.332000017166,12.682000398636,-2.5646399801826,-5.3496300852251,12.61,87.5,0,0,10.6,114.6,114.6,10.1,0.234,0.473,160.2,334.8,331.7,1.372,1.372,-10.96,-10.96,-11.31,-11.31,15.68,1.372,87.5,15.68,160.5,160.5,151.7,154.8,1.349,10.96,11.31,1.978,-10.92,-11.29,,,
2017-07-16 23:00:00,15.83192002924,12.322000265121,12.681999921799,-4.036960106113,-5.3590898504591,12.6,87.9,0,0,22.19,114.6,114.6,11.71,0.368,0.473,173,334.7,331.7,1.352,1.352,-10.97,-10.97,-11.33,-11.33,15.39,1.352,87.9,15.39,170.5,170.5,151.7,154.7,1.251,10.97,11.33,1.87,-10.94,-11.3,,,
2017-07-17 00:00:00,17.267601158524,12.930000305176,13.289999961853,-4.3550902681685,-5.3250999506354,12.59,90.4,0,0,7.749,114.6,114.6,8.81,0.397,0.47,229.3,334.7,331.7,1.96,1.96,-10.97,-10.97,-11.33,-11.33,15.63,1.96,90.4,15.63,229.4,229.4,151.7,154.7,1.942,10.97,11.33,2.867,-10.94,-11.29,,,
2017-07-17 01:00:00,14.022047165206,12.859000325203,13.208999752998,-4.1905400941586,-5.3203998430729,12.59,92.6,0,0,15.51,114.6,114.6,7.423,0.382,0.47,272,334.7,331.7,1.889,1.889,-10.97,-10.97,-11.32,-11.32,15.5,1.889,92.6,15.5,273.1,273.1,151.7,154.7,1.82,10.97,11.32,2.53,-10.94,-11.29,,,
2017-07-17 02:00:00,22.377631115789,12.389000296593,12.74899995327,-3.8724099321032,-5.7443102908754,12.58,94.7,0,0,29.35,114.6,114.6,15.77,0.353,0.507,344.1,334.6,331.8,1.419,1.419,-10.97,-10.97,-11.33,-11.33,14.87,1.419,94.7,14.87,342.7,342.7,151.8,154.6,1.233,10.97,11.33,2.032,-10.94,-11.29,,,
2017-07-17 03:00:00,12.435894230896,12.55899977684,12.928999662399,-3.6926398733115,-6.0776001142502,12.57,94.7,0,0,20.66,114.6,114.6,7.926,0.336,0.535,28.8,334.5,331.8,1.569,1.569,-10.99,-10.99,-11.36,-11.36,14.34,1.569,94.7,14.34,28.53,28.53,151.8,154.5,1.466,10.99,11.36,2.086,-10.97,-11.32,,,
2017-07-17 04:00:00,11.334504964228,12.914999723434,13.294999837875,-3.1325200267243,-6.0130700338411,12.55,92.2,0,0,6.264,114.6,114.6,6.013,0.284,0.527,48.95,334.2,331.8,1.885,1.885,-11.03,-11.03,-11.41,-11.41,13.7,1.885,92.2,13.7,49.07,49.07,151.8,154.2,1.874,11.03,11.41,2.396,-11,-11.37,,,
2017-07-17 05:00:00,11.100489440808,12.699999690056,13.090000033379,-2.0405499768972,-5.3902400686836,12.53,92.1,0,0,23.41,114.6,114.6,6.647,0.185,0.472,76.46,334.1,331.8,1.67,1.67,-11.03,-11.03,-11.42,-11.42,13.42,1.67,92.1,13.42,80.1,80.1,151.8,154.1,1.53,11.03,11.42,2.651,-11.01,-11.39,,,
2017-07-17 06:00:00,13.40589531031,13.402000427246,13.781999588013,-3.7578200536299,-5.950799969387,12.52,94.3,0,0,7.835,114.6,114.6,5.628,0.341,0.522,124.5,334.2,331.8,2.382,2.382,-11.02,-11.02,-11.4,-11.4,13.53,2.382,94.3,13.53,126,126,151.8,154.2,2.359,11.02,11.4,3.943,-10.96,-11.32,,,
2017-07-17 07:00:00,12.404574011684,12.497999668121,12.808000087738,-4.2571197540808,-3.0605798984003,12.53,88.2,0,0,10.06,114.6,114.6,7.573,0.392,0.274,124.7,335.3,331.7,1.638,1.638,-10.86,-10.86,-11.17,-11.17,15.55,1.638,88.2,15.55,127.3,127.3,151.7,155.3,1.613,10.86,11.17,2.799,-10.69,-10.91,,,
2017-07-17 08:00:00,31.336160016861,11.611999988556,11.651999950409,-4.6514998823404,-2.9828199087906,12.57,74.96,0,0,52.08,114.6,114.5,28.18,0.443,0.283,177.8,337.9,331.7,1.112,1.112,-10.5,-10.5,-10.54,-10.54,18.47,1.112,74.96,18.47,210.5,210.5,151.7,157.9,0.652,10.5,10.54,3.025,-10.39,-10.31,,,
2017-07-17 09:00:00,22.328021190147,13.173000335693,13.163000106812,-1.7522400276458,-4.2201000433207,12.84,79.59,0,0,8.78,114.6,114.6,8.14,0.168,0.405,246.3,338.8,331.9,2.743,2.743,-10.43,-10.43,-10.42,-10.42,17.7,2.743,79.59,17.7,245.6,245.6,151.9,158.8,2.711,10.43,10.42,4.262,-10.39,-10.33,,,
2017-07-17 10:00:00,27.585808860317,14.098999977112,14.199000358582,-4.7535400355673,-4.1070402111626,13.06,87.5,6,0,14.63,114.6,114.6,7.751,0.451,0.386,262.3,338.2,331.8,3.559,3.559,-10.54,-10.54,-10.64,-10.64,16.97,3.559,87.5,16.97,261.8,261.8,151.8,158.2,3.443,10.54,10.64,4.894,-10.5,-10.55,,,
2017-07-17 11:00:00,29.193569280796,13.628999948502,13.719000101089,-3.4230000525713,-3.9500700139928,13.62,89.3,21,3,14.88,114.6,114.6,9.33,0.326,0.373,281.3,338.4,331.8,3.129,3.129,-10.5,-10.5,-10.59,-10.59,17.23,3.129,89.3,17.23,281.4,281.4,151.8,158.4,3.023,10.5,10.59,4.531,-10.45,-10.53,,,
2017-07-17 12:00:00,26.966880744095,14.189999818802,14.290000200272,-5.1386399274325,-4.4858599519873,13.33,90,3,0,7.382,114.6,114.6,7.368,0.488,0.422,300.3,338.3,331.8,3.66,3.66,-10.53,-10.53,-10.63,-10.63,17.47,3.66,90,17.47,300.3,300.3,151.8,158.3,3.629,10.53,10.63,4.84,-10.49,-10.58,,,
2017-07-17 13:00:00,27.916434817806,14.473000049591,14.59299993515,-5.4175599653149,-4.6264397787428,13.29,89.9,0,0,7.438,114.6,114.6,7.098,0.514,0.434,303.3,338.2,331.7,3.933,3.933,-10.54,-10.54,-10.66,-10.66,17.54,3.933,89.9,17.54,303.4,303.4,151.7,158.2,3.9,10.54,10.66,5.163,-10.51,-10.64,,,
2017-07-17 14:00:00,24.346202050755,14.89899969101,15.02899980545,-5.5015997585297,-4.1768998616695,13.38,91.5,41,3,6.081,114.6,114.5,5.637,0.52,0.39,296.6,337.9,331.7,4.319,4.319,-10.58,-10.58,-10.71,-10.71,17.24,4.319,91.5,17.24,296.6,296.6,151.7,157.9,4.295,10.58,10.71,5.835,-10.53,-10.64,,,
2017-07-17 15:00:00,24.490620160704,14.380000352859,14.519999742508,-2.2684000980616,-3.973799966526,13.38,93.4,0,0,7.432,114.6,114.6,6.479,0.214,0.37,283.7,337.8,331.7,3.78,3.78,-10.6,-10.6,-10.74,-10.74,16.96,3.78,93.4,16.96,283.9,283.9,151.7,157.8,3.748,10.6,10.74,5.123,-10.55,-10.69,,,
2017-07-17 16:00:00,32.163838703308,12.824000358582,12.913999557495,-4.6814001284599,-2.4827398918366,13.02,86.2,0,0,16.13,114.6,114.6,13.96,0.445,0.234,278.5,338.3,331.7,2.304,2.304,-10.52,-10.52,-10.61,-10.61,17.73,2.304,86.2,17.73,278.1,278.1,151.7,158.3,2.212,10.52,10.61,3.98,-10.43,-10.5,,,
2017-07-17 17:00:00,25.90302022789,13.529000282288,13.628999710083,-5.4336703238058,-4.4455898536181,12.79,81.4,0,0,10.09,114.6,114.6,8.58,0.517,0.419,264.2,338.5,331.8,3.019,3.019,-10.51,-10.51,-10.61,-10.61,17.65,3.019,81.4,17.65,264.5,264.5,151.8,158.5,2.972,10.51,10.61,4.343,-10.45,-10.5,,,
2017-07-17 18:00:00,22.553937043465,13.60100030899,13.780999660492,-4.5007202289391,-2.7158197840977,12.73,85.2,3,0,11.57,114.6,114.6,7.617,0.423,0.251,270.5,337.6,331.7,2.961,2.961,-10.64,-10.64,-10.82,-10.82,17.23,2.961,85.2,17.23,269.8,269.8,151.7,157.6,2.9,10.64,10.82,4.128,-10.58,-10.72,,,
2017-07-17 19:00:00,22.040926856014,13.584000110626,13.844000339508,-3.3047999965668,-2.3889601526046,12.68,88.9,0,0,8.03,114.6,114.6,7.917,0.306,0.216,280.4,336.5,331.7,2.784,2.784,-10.8,-10.8,-11.06,-11.06,16.44,2.784,88.9,16.44,280.3,280.3,151.7,156.5,2.757,10.8,11.06,3.914,-10.72,-10.93,,,
2017-07-17 20:00:00,17.826379737492,13.960000276566,14.290000200272,-2.523100107187,-5.2431999376297,12.65,92.6,0,0,6.825,114.6,114.6,5.962,0.23,0.464,275.4,335.1,331.8,2.99,2.99,-10.97,-10.97,-11.3,-11.3,15.37,2.99,92.6,15.37,275.1,275.1,151.8,155.1,2.969,10.97,11.3,4.104,-10.88,-11.18,,,
2017-07-17 21:00:00,17.170856374138,13.287000179291,13.646999835968,-2.95068013484,-3.5815499368429,12.63,94.1,0,0,8.28,114.6,114.6,7.541,0.268,0.315,255.8,334.6,331.8,2.277,2.277,-11.01,-11.01,-11.37,-11.37,14.99,2.277,94.1,14.99,256.2,256.2,151.8,154.6,2.254,11.01,11.37,4.05,-10.99,-11.34,,,
2017-07-17 22:00:00,20.290899683571,12.445000171661,12.81500005722,-4.0737001371861,-6.2248599594975,12.62,94.4,0,0,18.97,114.6,114.6,14.14,0.37,0.547,227.3,334.5,331.8,1.435,1.435,-11.01,-11.01,-11.38,-11.38,14.86,1.435,94.4,14.86,226.7,226.7,151.8,154.5,1.356,11.01,11.38,2.261,-11,-11.35,,,
2017-07-17 23:00:00,15.222719401627,12.904000401497,13.274000287056,-3.8790401401138,-5.8202899201727,12.61,95,0,0,18.97,114.6,114.6,8.08,0.352,0.511,172.8,334.4,331.8,1.884,1.884,-11.02,-11.02,-11.39,-11.39,14.39,1.884,95,14.39,171.9,171.9,151.8,154.4,1.781,11.02,11.39,2.584,-11,-11.37,,,
2017-07-18 00:00:00,12.585379800434,12.944999694824,13.324999809265,-3.5957799681735,-6.127169923501,12.6,96.7,0,0,14.22,114.6,114.6,6.572,0.326,0.537,156.8,334.3,331.8,1.915,1.915,-11.03,-11.03,-11.41,-11.41,13.9,1.915,96.7,13.9,158.4,158.4,151.8,154.3,1.856,11.03,11.41,2.611,-11.01,-11.39,,,
2017-07-18 01:00:00,9.470630796236,12.546999692917,12.926999807358,-2.9450098156238,-6.1728100153828,12.58,97.7,0,0,17.07,114.6,114.6,6.243,0.267,0.541,135,334.2,331.8,1.517,1.517,-11.03,-11.03,-11.41,-11.41,13.71,1.517,97.7,13.71,133.8,133.8,151.8,154.2,1.449,11.03,11.41,2.005,-11.01,-11.37,,,
2017-07-18 02:00:00,8.6318404876328,11.773999989033,12.154000103474,-2.6054400067902,-5.538700200367,12.58,98.2,0,0,29.21,114.6,114.6,11.76,0.236,0.485,102.7,334.2,331.8,0.734,0.734,-11.04,-11.04,-11.42,-11.42,13.52,0.734,98.2,13.52,103.3,103.3,151.8,154.2,0.639,11.04,11.42,1.346,-11,-11.37,,,
2017-07-18 03:00:00,6.880733926383,12.052000164986,12.432000279427,-2.2763000419259,-5.4178202236819,12.57,98.9,0,0,14.3,114.6,114.6,6.867,0.206,0.474,69.23,334.1,331.9,1.002,1.002,-11.05,-11.05,-11.43,-11.43,13.24,1.002,98.9,13.24,66.18,66.18,151.9,154.1,0.971,11.05,11.43,1.75,-11.02,-11.4,,,
2017-07-18 04:00:00,4.2932918550329,11.955999970436,12.346000313759,-2.0424000192642,-5.4406802706194,12.56,99.5,0,0,6.716,114.6,114.6,4.687,0.185,0.476,88.4,334.1,331.9,0.916,0.916,-11.04,-11.04,-11.43,-11.43,13.09,0.916,99.5,13.09,87.7,87.7,151.9,154.1,0.91,11.04,11.43,1.682,-11.02,-11.4,,,
2017-07-18 05:00:00,9.177025650835,13.003000020981,13.393000364304,-2.3846400536156,-5.5549801646662,12.55,100,0,0,6.379,114.6,114.6,4.675,0.216,0.486,125.8,334.1,331.9,1.963,1.963,-11.04,-11.04,-11.43,-11.43,12.72,1.963,100,12.72,126.7,126.7,151.9,154.1,1.951,11.04,11.43,2.921,-11.02,-11.4,,,
2017-07-18 06:00:00,14.496948396875,13.02599978447,13.416000127792,-3.4523898454165,-5.9269799688053,12.54,100,0,0,16.19,114.6,114.6,7.263,0.313,0.519,114.3,334.1,331.8,1.996,1.996,-11.03,-11.03,-11.42,-11.42,12.57,1.996,100,12.57,117.8,117.8,151.8,154.2,1.917,11.03,11.42,2.948,-10.97,-11.35,,,
2017-07-18 07:00:00,30.663358599796,11.587999641895,11.908000290394,-3.1602599933052,-3.4434400753355,12.55,100,0,0,75.09,114.6,114.6,42.12,0.291,0.308,148.2,335.2,331.7,0.728,0.728,-10.86,-10.86,-11.18,-11.18,13.79,0.728,100,13.79,219.1,219.1,151.7,155.2,0.102,10.86,11.18,2.085,-10.72,-10.99,,,
2017-07-18 08:00:00,25.829340134773,12.391000032425,12.611000299454,-4.03125,-3.1812999858975,12.64,100,0,0,15.49,114.6,114.6,15.74,0.375,0.29,301.6,336.2,331.6,1.641,1.641,-10.75,-10.75,-10.97,-10.97,14.24,1.641,100,14.24,300.4,300.4,151.6,156.2,1.581,10.75,10.97,3.134,-10.72,-10.91,,,
2017-07-18 09:00:00,31.231499634743,12.884999990463,13.044999837875,-3.1049701137829,-2.8266300601315,12.89,99.1,0,0,14.89,114.6,114.6,14.1,0.291,0.261,258.4,336.9,331.6,2.215,2.215,-10.67,-10.67,-10.83,-10.83,14.34,2.215,99.1,14.34,258.4,258.4,151.6,156.9,2.14,10.67,10.83,3.443,-10.56,-10.67,,,
2017-07-18 10:00:00,27.197961575546,13.746000289917,13.805999755859,-2.3948500231743,-5.2201199752736,13.09,97.3,0,0,12.09,114.6,114.6,8.51,0.227,0.492,259.1,337.9,331.6,3.196,3.196,-10.55,-10.55,-10.61,-10.61,14.85,3.196,97.3,14.85,259.8,259.8,151.6,157.9,3.125,10.55,10.61,4.814,-10.53,-10.58,,,
2017-07-18 11:00:00,29.379258237259,14.869000434875,14.979000091553,-4.4732000649452,-2.7203400965071,13.15,94.9,0,0,7.973,114.6,114.6,6.882,0.422,0.254,276.1,337.7,331.7,4.269,4.269,-10.6,-10.6,-10.71,-10.71,15.63,4.269,94.9,15.63,276.1,276.1,151.7,157.7,4.228,10.6,10.71,5.608,-10.54,-10.6,,,
2017-07-18 12:00:00,33.461831240433,14.934000015259,15.033999443054,-2.8169400683618,-3.3138998954058,13.3,92.1,35,3,11.88,114.6,114.6,7.703,0.266,0.31,268.8,337.8,331.7,4.344,4.344,-10.59,-10.59,-10.69,-10.69,15.87,4.344,92.1,15.87,269.8,269.8,151.7,157.8,4.251,10.59,10.69,6.212,-10.55,-10.64,,,
2017-07-18 13:00:00,38.36260268631,15.202000141144,15.311999797821,-2.4016599625015,-3.9873698001552,13.27,84.1,103,6,9.18,114.6,114.6,8.3,0.227,0.373,259.1,337.8,331.7,4.622,4.622,-10.58,-10.58,-10.69,-10.69,16.88,4.622,84.1,16.88,259,259,151.7,157.8,4.562,10.58,10.69,6.387,-10.55,-10.64,,,
2017-07-18 14:00:00,35.025986743179,15.554000377655,15.664000034332,-4.3630800679159,-5.2215999655962,13.34,82.3,87,7,8.39,114.6,114.6,7.056,0.412,0.488,255.4,337.8,331.6,4.964,4.964,-10.59,-10.59,-10.7,-10.7,16.75,4.964,82.3,16.75,255.7,255.7,151.6,157.8,4.91,10.59,10.7,7.529,-10.55,-10.68,,,
2017-07-18 15:00:00,32.160713210476,15.358000278473,15.46799993515,-4.1144999234676,-4.8183198471594,13.4,81.5,41,1,7.213,114.6,114.6,6.689,0.39,0.452,252.2,337.9,331.6,4.808,4.808,-10.55,-10.55,-10.66,-10.66,16.76,4.808,81.5,16.76,252,252,151.6,157.9,4.769,10.55,10.66,6.481,-10.51,-10.61,,,
2017-07-18 16:00:00,33.429240498314,15.291999816895,15.371999740601,-3.485429914124,-3.9999699135709,13.14,82.1,1,0,7.417,114.6,114.6,7.02,0.331,0.377,254.7,338.1,331.7,4.762,4.762,-10.53,-10.53,-10.61,-10.61,16.61,4.762,82.1,16.61,254.5,254.5,151.7,158.1,4.722,10.53,10.61,6.319,-10.5,-10.58,,,
2017-07-18 17:00:00,44.579488574753,14.638999938965,14.758999824524,-3.4205701957274,-3.9412800216985,12.77,83.3,4,0,11.17,114.6,114.6,11.01,0.323,0.368,246.3,337.8,331.6,4.049,4.049,-10.59,-10.59,-10.71,-10.71,16.56,4.049,83.3,16.56,246.2,246.2,151.6,157.8,3.972,10.59,10.71,5.916,-10.53,-10.64,,,
2017-07-18 18:00:00,51.04176028656,13.32200050354,13.421999931335,-3.3052800633621,-1.9081400273299,12.7,79.48,0,0,13.47,114.6,114.6,18.48,0.313,0.179,282.8,338,331.6,2.762,2.762,-10.56,-10.56,-10.66,-10.66,17.54,2.762,79.48,17.54,286.4,286.4,151.6,158,2.686,10.56,10.66,5.687,-10.47,-10.55,,,
2017-07-18 19:00:00,32.560917510109,12.341999530792,12.521999835968,-2.4800798312855,-2.6305399580514,12.66,80.7,0,0,32.37,114.6,114.6,19.71,0.232,0.242,236.5,337.1,331.6,1.652,1.652,-10.69,-10.69,-10.87,-10.87,17.05,1.652,80.7,17.05,239.8,239.8,151.6,157.1,1.388,10.69,10.87,3.442,-10.62,-10.77,,,
2017-07-18 20:00:00,26.263598091507,13.634000062943,13.894000291824,-2.4606800139618,-3.9072001131058,12.63,80.6,2,1,12.73,114.6,114.6,9.4,0.227,0.352,142,336,331.6,2.794,2.794,-10.84,-10.84,-11.1,-11.1,16.57,2.794,80.6,16.57,139,139,151.6,156,2.725,10.84,11.1,4.87,-10.75,-10.96,,,
2017-07-18 21:00:00,16.105004127617,14.476999759674,14.796999454498,-3.1748100492382,-5.3342497156262,12.62,82.8,0,0,6.182,114.6,114.6,4.515,0.291,0.475,113.5,335.3,331.7,3.567,3.567,-10.91,-10.91,-11.23,-11.23,15.81,3.567,82.8,15.81,113.6,113.6,151.7,155.3,3.546,10.91,11.23,5.314,-10.88,-11.18,,,
2017-07-18 22:00:00,22.536650042152,13.638999462128,13.969000339508,-4.5838598215723,-5.1842003046155,12.61,86.4,0,0,10.56,114.6,114.6,8.35,0.419,0.46,116.1,335,331.7,2.699,2.699,-10.94,-10.94,-11.27,-11.27,15.12,2.699,86.4,15.12,115.7,115.7,151.7,155,2.654,10.94,11.27,4.009,-10.91,-11.23,,,
2017-07-18 23:00:00,22.057269196491,13.251000165939,13.600999593735,-4.4428501212239,-5.4222798781109,12.59,89.3,0,0,10.2,114.6,114.6,9.67,0.405,0.479,119.8,334.7,331.7,2.281,2.281,-10.97,-10.97,-11.32,-11.32,14.58,2.281,89.3,14.58,121.4,121.4,151.7,154.7,2.245,10.97,11.32,4.145,-10.94,-11.29,,,
2017-07-19 00:00:00,14.618262386406,13.512999773026,13.873000383377,-3.8135299520206,-6.0836003560066,12.58,94.1,0,0,7.159,114.6,114.6,5.794,0.347,0.536,124.4,334.5,331.8,2.523,2.523,-10.99,-10.99,-11.35,-11.35,13.59,2.523,94.1,13.59,124.8,124.8,151.8,154.5,2.503,10.99,11.35,3.769,-10.96,-11.32,,,
2017-07-19 01:00:00,22.631999433041,13.228000402451,13.59800028801,-3.8349600489521,-5.8089000664711,12.56,96,0,0,18,114.6,114.6,10.25,0.348,0.51,115.9,334.3,331.8,2.208,2.208,-11.02,-11.02,-11.39,-11.39,13.19,2.208,96,13.19,119.1,119.1,151.8,154.3,2.099,11.02,11.39,3.607,-10.97,-11.35,,,
2017-07-19 02:00:00,11.910981096453,12.899000406265,13.278999567032,-3.6366002955675,-6.2243998352051,12.54,97,0,0,10.42,114.6,114.6,6.339,0.33,0.546,138.8,334.3,331.8,1.879,1.879,-11.02,-11.02,-11.4,-11.4,12.86,1.879,97,12.86,138.3,138.3,151.8,154.3,1.848,11.02,11.4,2.813,-11,-11.37,,,
2017-07-19 03:00:00,10.358963879333,13.471999645233,13.861999988556,-2.4265999281049,-5.4130801151228,12.52,98.4,0,0,7.214,114.6,114.6,4.242,0.22,0.474,118.4,334.1,331.8,2.442,2.442,-11.03,-11.03,-11.42,-11.42,12.44,2.442,98.4,12.44,117.7,117.7,151.8,154.1,2.422,11.03,11.42,3.634,-11.02,-11.4,,,
2017-07-19 04:00:00,14.239000025749,13.494999885559,13.885000228882,-2.0644800639343,-5.4521101237679,12.5,99.1,0,0,8.96,114.6,114.6,5.8,0.187,0.477,114.8,334.1,331.9,2.455,2.455,-11.04,-11.04,-11.43,-11.43,12.24,2.455,99.1,12.24,115.2,115.2,151.9,154.1,2.425,11.04,11.43,3.445,-11.02,-11.4,,,
2017-07-19 05:00:00,11.999100084209,13.81500005722,14.205000400543,-1.998239929924,-5.7950104871893,12.49,100,0,0,4.751,114.6,114.6,4.324,0.181,0.507,96.5,334.1,331.9,2.775,2.775,-11.04,-11.04,-11.43,-11.43,11.82,2.775,100,11.82,96.7,96.7,151.9,154.1,2.765,11.04,11.43,3.58,-11.01,-11.4,,,
2017-07-19 06:00:00,11.636816428169,14.052000522614,14.43199968338,-3.8129200033712,-6.0990000948906,12.48,100,0,0,4.131,114.6,114.6,3.838,0.346,0.535,99,334.2,331.8,3.032,3.032,-11.02,-11.02,-11.4,-11.4,12.32,3.032,100,12.32,99.2,99.2,151.8,154.2,3.024,11.02,11.4,3.917,-10.94,-11.32,,,
2017-07-19 07:00:00,16.701633142845,14.058999538422,14.39899969101,-3.3680997236013,-3.6642399816608,12.49,99.4,0,0,7.423,114.6,114.6,5.287,0.309,0.326,116.8,334.9,331.7,3.159,3.159,-10.9,-10.9,-11.24,-11.24,13.77,3.159,99.4,13.77,117.3,117.3,151.7,154.9,3.132,10.9,11.24,4.778,-10.83,-11.16,,,
2017-07-19 08:00:00,29.322281618805,14.46799993515,14.757999897003,-4.3320000340343,-5.293120067482,12.53,95,0,0,8.14,114.6,114.6,8.06,0.4,0.476,117.3,335.5,331.6,3.638,3.638,-10.83,-10.83,-11.12,-11.12,14.3,3.638,95,14.3,117.8,117.8,151.6,155.5,3.601,10.83,11.12,5.302,-10.8,-11.05,,,
2017-07-19 09:00:00,55.576641936646,13.028000354767,13.228000164032,-3.4732800967407,-3.1012801232052,12.62,89.7,0,0,43.69,114.6,114.6,24.08,0.324,0.284,167.6,336.4,331.6,2.308,2.308,-10.72,-10.72,-10.92,-10.92,15.04,2.308,89.7,15.04,173.5,173.5,151.6,156.4,1.636,10.72,10.92,4.008,-10.61,-10.75,,,
2017-07-19 10:00:00,36.949500065327,14.460000276566,14.519999742508,-2.0256000542283,-4.0317998189449,12.94,87.6,0,0,20.08,114.6,114.6,9.45,0.192,0.38,258.4,337.7,331.6,3.91,3.91,-10.55,-10.55,-10.61,-10.61,15.3,3.91,87.6,15.3,262.2,262.2,151.6,157.7,3.67,10.55,10.61,5.958,-10.49,-10.52,,,
2017-07-19 11:00:00,30.768192864807,14.968000411987,15.048000335693,-1.5158001253128,-3.6205199608612,13.05,87.4,5,0,8.34,114.6,114.6,7.044,0.143,0.339,269.1,337.7,331.6,4.368,4.368,-10.6,-10.6,-10.68,-10.68,14.8,4.368,87.4,14.8,269.7,269.7,151.6,157.7,4.322,10.6,10.68,6.214,-10.52,-10.58,,,
2017-07-19 12:00:00,35.28551896904,14.395999670029,14.50600028038,-1.103439987061,-4.2772799889755,13.09,85.9,4,0,9.56,114.6,114.6,9.32,0.104,0.399,270.7,337.6,331.7,3.786,3.786,-10.61,-10.61,-10.72,-10.72,14.68,3.786,85.9,14.68,270.9,270.9,151.7,157.6,3.733,10.61,10.72,5.367,-10.59,-10.68,,,
2017-07-19 13:00:00,37.516679927177,15.151000022888,15.281000137329,-1.3062600220048,-5.117000117898,13.73,85.7,29,4,8.44,114.6,114.6,8.28,0.123,0.476,274.9,337.5,331.7,4.531,4.531,-10.62,-10.62,-10.75,-10.75,14.78,4.531,85.7,14.78,275.1,275.1,151.7,157.5,4.482,10.62,10.75,6.523,-10.58,-10.69,,,
2017-07-19 14:00:00,32.436761310184,15.93199968338,16.082000255585,-1.5442499002516,-3.1319999651909,13.37,83.5,1,0,6.089,114.6,114.6,6.141,0.145,0.29,279.5,337.4,331.6,5.282,5.282,-10.65,-10.65,-10.8,-10.8,15.36,5.282,83.5,15.36,279.5,279.5,151.6,157.4,5.252,10.65,10.8,6.765,-10.61,-10.77,,,
